# Teff feh   alpha   logg   EBV       mbol         G2         BP2         RP2          G3         BP3         RP3          J           H           Ks
2500  +0.00  +0.00  -0.50  0.02      8.3876     11.7934     16.2090     10.3712     11.9949     16.1998     10.3657      6.2946      5.3514      4.9941
2500  -0.25  +0.10  -0.50  0.02      8.3876     11.5831     15.9729     10.1640     11.7742     15.9627     10.1567      6.2519      5.3811      5.0482
2500  -0.50  +0.20  -0.50  0.02      8.3876     11.3912     15.8021      9.9742     11.5725     15.7908      9.9652      6.2231      5.4130      5.0999
2500  -0.75  +0.30  -0.50  0.02      8.3876     11.2056     15.6612      9.7905     11.3758     15.6489      9.7793      6.2047      5.4476      5.1497
2500  -1.00  +0.40  -0.50  0.02      8.3876     11.0240     15.5379      9.6111     11.1813     15.5257      9.5973      6.1941      5.4844      5.1970
2500  -1.50  +0.40  -0.50  0.02      8.3876     10.5707     15.1592      9.1655     10.6892     15.1514      9.1428      6.2097      5.5891      5.3043
2600  +0.00  +0.00  -0.50  0.02      8.2173     11.5655     15.7632     10.1503     11.7519     15.7532     10.1425      6.1679      5.1838      4.8187
2700  +0.00  +0.00  -0.50  0.02      8.0534     11.3431     15.3308      9.9353     11.5165     15.3189      9.9259      6.0456      5.0308      4.6551
2800  +0.00  +0.00  -0.50  0.02      7.8954     11.1144     14.9087      9.7145     11.2761     14.8939      9.7036      5.9267      4.8921      4.5049
3300  +0.00  +0.00  -0.50  0.02      7.1819      9.0746     11.8501      7.7541      9.1243     11.8308      7.7238      5.3546      4.4237      4.0390
3300  +0.25  +0.00  -0.50  0.02      7.1819      9.1198     11.9773      7.7918      9.1755     11.9567      7.7625      5.3165      4.4364      4.0375
3300  +0.50  +0.00  -0.50  0.02      7.1819      9.1524     12.0572      7.8199      9.2134     12.0350      7.7916      5.2743      4.4500      4.0379
3300  +0.75  +0.00  -0.50  0.02      7.1819      9.1797     12.1005      7.8450      9.2456     12.0763      7.8178      5.2308      4.4649      4.0405
3300  -0.25  +0.10  -0.50  0.02      7.1819      9.0741     11.8306      7.7537      9.1237     11.8122      7.7236      5.3699      4.4054      4.0392
3300  -0.50  +0.20  -0.50  0.02      7.1819      9.0527     11.7669      7.7351      9.1005     11.7494      7.7049      5.3837      4.3907      4.0441
3400  +0.00  +0.00  -0.50  0.02      7.0522      8.6135     10.8307      7.3532      8.6410     10.8109      7.3228      5.2519      4.3626      3.9920
3400  +0.25  +0.00  -0.50  0.02      7.0522      8.6648     11.0267      7.3868      8.6978     11.0071      7.3562      5.2155      4.3786      3.9934
3400  +0.50  +0.00  -0.50  0.02      7.0522      8.7137     11.2038      7.4215      8.7525     11.1836      7.3910      5.1758      4.3955      3.9962
3400  +0.75  +0.00  -0.50  0.02      7.0522      8.7534     11.3385      7.4512      8.7976     11.3173      7.4213      5.1345      4.4134      4.0007
3400  +1.00  +0.00  -0.50  0.02      7.0522      8.7934     11.4497      7.4840      8.8432     11.4272      7.4548      5.0937      4.4323      4.0074
3400  -0.25  +0.10  -0.50  0.02      7.0522      8.6103     10.7831      7.3539      8.6373     10.7636      7.3239      5.2690      4.3413      3.9886
3400  -0.50  +0.20  -0.50  0.02      7.0522      8.5943     10.7076      7.3447      8.6199     10.6882      7.3150      5.2848      4.3232      3.9890
3400  -0.75  +0.30  -0.50  0.02      7.0522      8.5686     10.6141      7.3281      8.5924     10.5944      7.2987      5.2981      4.3085      3.9926
3400  -1.00  +0.40  -0.50  0.02      7.0522      8.5345     10.5071      7.3047      8.5561     10.4869      7.2758      5.3084      4.2974      3.9990
3500  +0.00  +0.00  -0.50  0.02      6.9263      8.1940      9.9170      7.0156      8.2064      9.8936      6.9885      5.1524      4.3043      3.9482
3500  +0.25  +0.00  -0.50  0.02      6.9263      8.2403     10.0958      7.0367      8.2565     10.0742      7.0082      5.1189      4.3230      3.9514
3500  +0.50  +0.00  -0.50  0.02      6.9263      8.2884     10.2883      7.0607      8.3090     10.2678      7.0313      5.0822      4.3423      3.9558
3500  +0.75  +0.00  -0.50  0.02      6.9263      8.3375     10.4845      7.0884      8.3631     10.4646      7.0583      5.0437      4.3628      3.9621
3500  +1.00  +0.00  -0.50  0.02      6.9263      8.3815     10.6571      7.1156      8.4122     10.6372      7.0853      5.0052      4.3840      3.9702
3500  -0.25  +0.10  -0.50  0.02      6.9263      8.1940      9.8833      7.0208      8.2061      9.8599      6.9940      5.1699      4.2809      3.9426
3500  -0.50  +0.20  -0.50  0.02      6.9263      8.1886      9.8413      7.0220      8.2001      9.8174      6.9957      5.1864      4.2607      3.9404
3600  +0.00  +0.00  -0.50  0.02      6.8040      7.8427      9.2411      6.7447      7.8469      9.2139      6.7215      5.0535      4.2480      3.9063
3600  +0.25  +0.00  -0.50  0.02      6.8040      7.8719      9.3534      6.7511      7.8782      9.3279      6.7265      5.0242      4.2691      3.9111
3600  +0.50  +0.00  -0.50  0.02      6.8040      7.9080      9.4947      6.7611      7.9169      9.4710      6.7352      4.9914      4.2908      3.9171
3600  +0.75  +0.00  -0.50  0.02      6.8040      7.9483      9.6578      6.7746      7.9605      9.6357      6.7474      4.9564      4.3132      3.9244
3600  +1.00  +0.00  -0.50  0.02      6.8040      7.9912      9.8337      6.7920      8.0071      9.8127      6.7636      4.9210      4.3364      3.9336
3600  -0.25  +0.10  -0.50  0.02      6.8040      7.8466      9.2268      6.7523      7.8506      9.1993      6.7294      5.0705      4.2228      3.8992
3700  +0.00  +0.00  -0.50  0.02      6.6850      7.5485      8.7455      6.5174      7.5484      8.7155      6.4975      4.9539      4.1925      3.8653
