# Teff feh   alpha   logg   EBV       mbol         G2         BP2         RP2          G3         BP3         RP3          J           H           Ks
2500  +0.00  +0.00  -0.50  0.54      8.3876     12.3876     17.5485     10.9511     12.6238     17.5450     10.9520      6.6238      5.5593      5.1277
2500  -0.25  +0.10  -0.50  0.54      8.3876     12.1818     17.3266     10.7476     12.4073     17.3227     10.7464      6.5815      5.5888      5.1816
2500  -0.50  +0.20  -0.50  0.54      8.3876     11.9938     17.1732     10.5611     12.2093     17.1689     10.5579      6.5530      5.6206      5.2333
2500  -0.75  +0.30  -0.50  0.54      8.3876     11.8125     17.0495     10.3811     12.0162     17.0450     10.3754      6.5348      5.6552      5.2830
2500  -1.00  +0.40  -0.50  0.54      8.3876     11.6358     16.9377     10.2059     11.8259     16.9340     10.1973      6.5244      5.6919      5.3303
2500  -1.50  +0.40  -0.50  0.54      8.3876     11.1974     16.5603      9.7734     11.3453     16.5621      9.7546      6.5403      5.7965      5.4375
2600  +0.00  +0.00  -0.50  0.54      8.2173     12.1675     17.0672     10.7359     12.3884     17.0621     10.7341      6.4973      5.3919      4.9526
2700  +0.00  +0.00  -0.50  0.54      8.0534     11.9525     16.6073     10.5263     12.1605     16.5994     10.5225      6.3752      5.2391      4.7893
2800  +0.00  +0.00  -0.50  0.54      7.8954     11.7313     16.1648     10.3105     11.9274     16.1529     10.3050      6.2564      5.1007      4.6395
3300  +0.00  +0.00  -0.50  0.54      7.1819      9.7651     13.1096      8.4023      9.8390     13.0898      8.3731      5.6850      4.6327      4.1747
3300  +0.25  +0.00  -0.50  0.54      7.1819      9.8046     13.2373      8.4364      9.8854     13.2161      8.4084      5.6469      4.6455      4.1732
3300  +0.50  +0.00  -0.50  0.54      7.1819      9.8332     13.3145      8.4617      9.9201     13.2915      8.4349      5.6047      4.6593      4.1736
3300  +0.75  +0.00  -0.50  0.54      7.1819      9.8578     13.3525      8.4847      9.9504     13.3273      8.4593      5.5611      4.6743      4.1762
3300  -0.25  +0.10  -0.50  0.54      7.1819      9.7650     13.0921      8.4019      9.8388     13.0735      8.3728      5.7004      4.6144      4.1749
3300  -0.50  +0.20  -0.50  0.54      7.1819      9.7458     13.0281      8.3845      9.8176     13.0106      8.3552      5.7142      4.5997      4.1798
3400  +0.00  +0.00  -0.50  0.54      7.0522      9.3413     12.0788      8.0219      9.3900     12.0575      7.9913      5.5825      4.5717      4.1277
3400  +0.25  +0.00  -0.50  0.54      7.0522      9.3818     12.2820      8.0496      9.4369     12.2610      8.0191      5.5460      4.5879      4.1291
3400  +0.50  +0.00  -0.50  0.54      7.0522      9.4216     12.4622      8.0793      9.4834     12.4406      8.0493      5.5063      4.6048      4.1319
3400  +0.75  +0.00  -0.50  0.54      7.0522      9.4544     12.5966      8.1050      9.5225     12.5738      8.0758      5.4650      4.6228      4.1364
3400  +1.00  +0.00  -0.50  0.54      7.0522      9.4889     12.7050      8.1343      9.5634     12.6810      8.1061      5.4242      4.6418      4.1430
3400  -0.25  +0.10  -0.50  0.54      7.0522      9.3405     12.0289      8.0236      9.3886     12.0083      7.9932      5.5996      4.5504      4.1244
3400  -0.50  +0.20  -0.50  0.54      7.0522      9.3285     11.9492      8.0164      9.3749     11.9288      7.9861      5.6155      4.5323      4.1247
3400  -0.75  +0.30  -0.50  0.54      7.0522      9.3080     11.8501      8.0024      9.3522     11.8295      7.9724      5.6288      4.5176      4.1283
3400  -1.00  +0.40  -0.50  0.54      7.0522      9.2799     11.7365      7.9824      9.3215     11.7154      7.9525      5.6391      4.5065      4.1347
3500  +0.00  +0.00  -0.50  0.54      6.9263      8.9666     11.1500      7.7072      8.9972     11.1245      7.6783      5.4829      4.5136      4.0839
3500  +0.25  +0.00  -0.50  0.54      6.9263      8.9996     11.3380      7.7212      9.0349     11.3143      7.6915      5.4495      4.5322      4.0871
3500  +0.50  +0.00  -0.50  0.54      6.9263      9.0344     11.5382      7.7385      9.0751     11.5157      7.7082      5.4128      4.5517      4.0915
3500  +0.75  +0.00  -0.50  0.54      6.9263      9.0712     11.7399      7.7597      9.1178     11.7180      7.7292      5.3743      4.5723      4.0978
3500  +1.00  +0.00  -0.50  0.54      6.9263      9.1049     11.9153      7.7816      9.1576     11.8934      7.7513      5.3358      4.5936      4.1059
3500  -0.25  +0.10  -0.50  0.54      6.9263      8.9694     11.1135      7.7135      8.9995     11.0882      7.6849      5.5006      4.4902      4.0784
3500  -0.50  +0.20  -0.50  0.54      6.9263      8.9674     11.0676      7.7164      8.9967     11.0419      7.6882      5.5171      4.4699      4.0762
3600  +0.00  +0.00  -0.50  0.54      6.8040      8.6547     10.4649      7.4557      8.6745     10.4349      7.4298      5.3841      4.4574      4.0421
3600  +0.25  +0.00  -0.50  0.54      6.8040      8.6731     10.5838      7.4563      8.6957     10.5558      7.4292      5.3548      4.4785      4.0469
3600  +0.50  +0.00  -0.50  0.54      6.8040      8.6965     10.7318      7.4598      8.7226     10.7056      7.4317      5.3220      4.5002      4.0528
3600  +0.75  +0.00  -0.50  0.54      6.8040      8.7231     10.9011      7.4665      8.7534     10.8765      7.4375      5.2871      4.5227      4.0601
3600  +1.00  +0.00  -0.50  0.54      6.8040      8.7524     11.0824      7.4772      8.7875     11.0590      7.4475      5.2517      4.5460      4.0693
3600  -0.25  +0.10  -0.50  0.54      6.8040      8.6604     10.4484      7.4643      8.6799     10.4184      7.4385      5.4012      4.4321      4.0349
3700  +0.00  +0.00  -0.50  0.54      6.6850      8.3903      9.9660      7.2429      8.4038      9.9330      7.2194      5.2846      4.4019      4.0011
3700  +0.25  +0.00  -0.50  0.54      6.6850      8.3995     10.0362      7.2377      8.4146     10.0047      7.2134      5.2603      4.4255      4.0074
3700  +0.50  +0.00  -0.50  0.54      6.6850      8.4131     10.1329      7.2335      8.4304     10.1031      7.2082      5.2321      4.4496      4.0147
3700  +0.75  +0.00  -0.50  0.54      6.6850      8.4297     10.2514      7.2303      8.4496     10.2232      7.2040      5.2014      4.4742      4.0234
3700  +1.00  +0.00  -0.50  0.54      6.6850      8.4477     10.3850      7.2283      8.4708     10.3583      7.2010      5.1698      4.4991      4.0337
3700  -0.25  +0.10  -0.50  0.54      6.6850      8.3982      9.9646      7.2520      8.4115      9.9313      7.2287      5.3004      4.3750      3.9928
3800  +0.00  +0.00  -0.50  0.54      6.5692      8.1577      9.5805      7.0515      8.1672      9.5457      7.0301      5.1839      4.3463      3.9603
